Market,Client/Sponsor,Project ,Due Date,Task,Complete,Team,ME,Deployment,Notes,Missed Deadline
Dermatology,Skinceuticals,EP PIA,"Thursday, November 6, 2025",One-page print ad materials due,FALSE,JE,JE,,,FALSE
Dermatology,BI/Spevigo,EP GPP,"Monday, November 10, 2025",EP in GPP Test Due,FALSE,JE,JE,,,FALSE
Dermatology,LEO/Delgo,EP CHE,"Tuesday, November 11, 2025",EP in CHE Test Due,FALSE,"JE, GV",JE,,Agency is Silverlight ,FALSE
Oncology,AZ/Truqap,Hot Topics- Oncology,"Tuesday, November 11, 2025",HT in Metastatic Breast Cancer December materials due,FALSE,"AV, AT",AV,,,FALSE
Neurology,Lilly/Kisunla,Hot Topics- Neurology,"Wednesday, November 12, 2025",Deploy HT in Alzheimer's Disease November New Issue eNL,FALSE,"AV, AT",AV,x,,FALSE
Dermatology,Skinceuticals,EP PIA,"Wednesday, November 12, 2025",SkinCeuticals submits feedback and changes and product images for final formatted version of article,FALSE,JE,JE,,,FALSE
Neurology,Amgen/Uplizna,Hot Topics- Neurology,"Wednesday, November 12, 2025",Submit HT in Inflammatory Diseases November to printer,FALSE,"AV, AT",AV,,,FALSE
Dermatology,BI/Spevigo,EP GPP,"Thursday, November 13, 2025",Deploy EP in GPP ,FALSE,GV,JE,x,,FALSE
Oncology,AZ/Imfinzi,Triggered Email,"Thursday, November 13, 2025",Deploy Imfinzi November triggered email,FALSE,"AV, AT",AV,x,,FALSE
Dermatology,None,NPPA/PIA,"Thursday, November 13, 2025",NPPA November-December all galleys sent,FALSE,GV,AV,,,FALSE
Dermatology,Skinceuticals,EP PIA,"Friday, November 14, 2025","JCAD staff updates article with feedback and edits, and returns formatted proof to Skinceuticals for final review",FALSE,JE,JE,,,FALSE
Dermatology,None,JCAD Journal,"Saturday, November 15, 2025",JCAD Dec25 Editorial Message Due,FALSE,JE,JE,,,FALSE
Oncology,J&J/Carvykti,Hot Topics- Oncology,"Monday, November 17, 2025",HT in Multiple Myeloma December materials due,FALSE,"AV, AT",AV,,,FALSE
Oncology,J&J/Carvykti,Patient Edition,"Monday, November 17, 2025",Multiple Myeloma: Patient Edition December materials due,FALSE,"AV, AT",AV,,,FALSE
Dermatology,Skinceuticals,EP PIA,"Tuesday, November 18, 2025",Article manuscript finalized,FALSE,JE,JE,,,FALSE
Dermatology,BI/Spevigo,CU GPP,"Tuesday, November 18, 2025",CU in GPP Test Due,FALSE,JE,JE,,,FALSE
Dermatology,LEO/Delgo,EP CHE,"Tuesday, November 18, 2025",Deploy EP in CHE ,FALSE,"JE, GV",JE,x,,FALSE
NHR,None,NHR,"Tuesday, November 18, 2025",Deploy NHR eNL November 2025 #2 (2/3),FALSE,DD,JE,x,,FALSE
Oncology,AZ/Calquence,Hot Topics- Oncology,"Tuesday, November 18, 2025",Submit HT in CLL December to printer,FALSE,"AV, AT",AV,,,FALSE
Oncology,Exelixis/Cabometyx,EP NET,"Thursday, November 20, 2025",Cabometyx December Custom Email materials due,FALSE,"AV, AT",AV,,,FALSE
Oncology,Exelixis/Cabometyx,EP NET,"Thursday, November 20, 2025",Deploy EP in NET November,FALSE,"AV, AT",AV,x,,FALSE
Oncology,AZ/One Lung,Hot Topics- Oncology,"Thursday, November 20, 2025",HT in NSCLC December materials due,FALSE,"AV, AT",AV,,,FALSE
Dermatology,None,JCADTV Unsponsored,"Friday, November 21, 2025",Deploy Nov Digital Highlights ,FALSE,GV,JE,x,,FALSE
Neurology,Amgen/Uplizna,Hot Topics- Neurology,"Monday, November 24, 2025",Deploy HT in Inflammatory Diseases November New Issue eNL,FALSE,"AV, AT",AV,x,,FALSE
Dermatology,BI/Spevigo,CU GPP,"Tuesday, November 25, 2025",Deploy CU in GPP ,FALSE,GV,JE,x,,FALSE
Oncology,AZ/Truqap,Hot Topics- Oncology,"Tuesday, November 25, 2025",Submit HT in Metastatic Breast Cancer December to printer,FALSE,"AV, AT",AV,,,FALSE
Dermatology,None,NPPA/PIA,"Wednesday, November 26, 2025",Submit NPPA/PIA November-December to printer,FALSE,AV,"AV, JE",,,FALSE
Dermatology,BI/Spevigo,Custom Email,"Monday, December 1, 2025",Custom Email Materials Due,FALSE,JE,JE,,,FALSE
Dermatology,BI/Spevigo,EP GPP,"Monday, December 1, 2025",EP in GPP Wrap-Up eNL Materials Due,FALSE,JE,JE,,,FALSE
Oncology,Exelixis/Cabometyx,EP NET,"Monday, December 1, 2025",EP in NET December materials due,FALSE,"AV, AT",AV,,,FALSE
Dermatology,LEO/Delgo,JCAD Journal,"Monday, December 1, 2025",JCAD Dec25 New Issue Delgo Materials Due,FALSE,JE,JE,,,FALSE
NHR,None,NHR,"Monday, December 1, 2025",NHR Nov-Dec Freelance Deadline,FALSE,JE,JE,,,FALSE
Oncology,J&J/Carvykti,Hot Topics- Oncology,"Monday, December 1, 2025",Submit HT in Multiple Myeloma December to printer,FALSE,"AV, AT",AV,,,FALSE
Neurology,None,ICNS,"Monday, December 1, 2025",Submit ICNS Oct-Dec25,FALSE,"AT, AV",AV,,,FALSE
Oncology,J&J/Carvykti,Patient Edition,"Monday, December 1, 2025",Submit Multiple Myeloma: Patient Edition December to printer,FALSE,"AV, AT",AV,,,FALSE
Oncology,AZ/Calquence,Hot Topics- Oncology,"Tuesday, December 2, 2025",Deploy HT in CLL December New Issue eNL,FALSE,"AV, AT",AV,x,,FALSE
NHR,None,NHR,"Wednesday, December 3, 2025",Deploy NHR eNL December 2025 #1 (3/3),FALSE,DD,JE,x,,FALSE
Dermatology,LEO/Delgo,JCAD Journal,"Wednesday, December 3, 2025",JCAD Dec25 New Issue Test Due to Silverlight,FALSE,JE,JE,,,FALSE
Oncology,AZ/Truqap,Triggered Email,"Wednesday, December 3, 2025",Truqap December Triggered Email materials due,FALSE,"AV, AT",AV,,,FALSE
Oncology,AZ/Calquence,Triggered Email,"Thursday, December 4, 2025",Calquence CLL December Triggered Email materials due,FALSE,"AV, AT",AV,,,FALSE
Oncology,Exelixis/Cabometyx,EP NET,"Thursday, December 4, 2025",Deploy Cabometyx NET December Custom Email,FALSE,"AV, AT",AV,x,,FALSE
Dermatology,Beiersdorf/Eczema,NPPA/PIA,"Thursday, December 4, 2025",Deploy NPPA November-December New Issue eNL,FALSE,GV,AV,x,Include PIA list,FALSE
Oncology,AZ/One Lung,Hot Topics- Oncology,"Thursday, December 4, 2025",Submit HT in NSCLC December to printer,FALSE,"AV, AT",AV,,,FALSE
Oncology,J&J/Carvykti,Triggered Email,"Friday, December 5, 2025",Carvykti December Triggered Email materials due,FALSE,"AV, AT",AV,,,FALSE
Dermatology,LEO/Delgo,JCAD Journal,"Friday, December 5, 2025",Deploy JCAD Dec25 New Issue eNL,FALSE,"JE, GV",JE,,,FALSE
Dermatology,BI/Spevigo,Custom Email,"Monday, December 8, 2025",Custom Email Test Due,FALSE,JE,JE,,,FALSE
Neurology,None,ICNS,"Monday, December 8, 2025",Deploy ICNS Oct-Dec25 new issue e-alert,FALSE,"DD, AT",AV,x,,FALSE
Neurology,AZ/Truqap,Hot Topics- Oncology,"Tuesday, December 9, 2025",Deploy HT in Metastatic Breast Cancer December New Issue eNL,FALSE,"AV, AT",AV,x,,FALSE
Dermatology,BI/Spevigo,EP GPP,"Tuesday, December 9, 2025",EP in GPP Wrap-Up eNL Test Due,FALSE,JE,JE,,,FALSE
Oncology,J&J/Carvykti,Hot Topics- Oncology,"Thursday, December 11, 2025",Deploy HT in Multiple Myeloma December New Issue eNL,FALSE,"AV, AT",AV,x,,FALSE
Dermatology,BI/Spevigo,Custom Email,"Friday, December 12, 2025",Deploy Custom Email ,FALSE,GV,JE,x,,FALSE
Oncology,J&J/Carvykti,Patient Edition,"Friday, December 12, 2025",Deploy Multiple Myeloma: Patient Edition December New Issue eNL,FALSE,"AV, AT",AV,x,,FALSE
Oncology,Exelixis/Cabometyx,EP NET,"Monday, December 15, 2025",Deploy EP in NET December,FALSE,"AV, AT",AV,x,,FALSE
Dermatology,BI/Spevigo,EP GPP,"Tuesday, December 16, 2025",Deploy EP in GPP Wrap-Up eNL ,FALSE,GV,JE,x,,FALSE
Oncology,AZ/One Lung,Hot Topics- Oncology,"Tuesday, December 16, 2025",Deploy HT in NSCLC December,FALSE,"AV, AT",AV,x,,FALSE
Oncology,AZ/Truqap,Triggered Email,"Wednesday, December 17, 2025",Deploy Truqap December Triggered Email,FALSE,"AV, AT",AV,x,,FALSE
Oncology,AZ/Calquence,Triggered Email,"Thursday, December 18, 2025",Deploy Calquence CLL December Triggered Email,FALSE,"AV, AT",AV,x,,FALSE
Oncology,J&J/Carvykti,Triggered Email,"Friday, December 19, 2025",Deploy Carvykti December Triggered Email,FALSE,"AV, AT",AV,x,,FALSE
Dermatology,None,JCADTV Unsponsored,"Friday, December 19, 2025",Deploy Dec Digital Highlights ,FALSE,GV,JE,x,,FALSE
NHR,None,NHR,"Tuesday, December 23, 2025",Deploy NHR November-December New Issue eNL,FALSE,DD,JE,x,,FALSE
